Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
1/27/2026,AXSM,AXSM,S,CBOE,3291
1/27/2026,AXSM,AXSM,S,EDGX,953
1/28/2026,AXSM,AXSM,S,BATS,5
1/28/2026,AXSM,AXSM,S,C2,4
1/28/2026,AXSM,AXSM,S,CBOE,622
1/28/2026,AXSM,AXSM,S,EDGX,12
1/29/2026,AXSM,AXSM,S,BATS,7
1/29/2026,AXSM,AXSM,S,C2,1
1/29/2026,AXSM,AXSM,S,CBOE,1921
1/29/2026,AXSM,AXSM,S,EDGX,346
1/30/2026,AXSM,AXSM,S,BATS,8
1/30/2026,AXSM,AXSM,S,C2,4
1/30/2026,AXSM,AXSM,S,CBOE,16
1/30/2026,AXSM,AXSM,S,EDGX,17
2/2/2026,AXSM,AXSM,S,BATS,5
2/2/2026,AXSM,AXSM,S,C2,3
2/2/2026,AXSM,AXSM,S,CBOE,5
2/2/2026,AXSM,AXSM,S,EDGX,22
2/3/2026,AXSM,AXSM,S,BATS,3
2/3/2026,AXSM,AXSM,S,C2,1
2/3/2026,AXSM,AXSM,S,CBOE,508
2/3/2026,AXSM,AXSM,S,EDGX,15
2/4/2026,AXSM,AXSM,S,BATS,114
2/4/2026,AXSM,AXSM,S,C2,1
2/4/2026,AXSM,AXSM,S,CBOE,77
2/4/2026,AXSM,AXSM,S,EDGX,18
2/5/2026,AXSM,AXSM,S,BATS,14
2/5/2026,AXSM,AXSM,S,C2,6
2/5/2026,AXSM,AXSM,S,CBOE,24
2/5/2026,AXSM,AXSM,S,EDGX,4
2/6/2026,AXSM,AXSM,S,BATS,17
2/6/2026,AXSM,AXSM,S,C2,1
2/6/2026,AXSM,AXSM,S,CBOE,13
2/6/2026,AXSM,AXSM,S,EDGX,8
2/9/2026,AXSM,AXSM,S,BATS,3
2/9/2026,AXSM,AXSM,S,C2,4
2/9/2026,AXSM,AXSM,S,CBOE,24
2/9/2026,AXSM,AXSM,S,EDGX,19
2/10/2026,AXSM,AXSM,S,BATS,9
2/10/2026,AXSM,AXSM,S,C2,10
2/10/2026,AXSM,AXSM,S,CBOE,19
2/10/2026,AXSM,AXSM,S,EDGX,22
2/11/2026,AXSM,AXSM,S,BATS,12
2/11/2026,AXSM,AXSM,S,C2,14
2/11/2026,AXSM,AXSM,S,CBOE,106
2/11/2026,AXSM,AXSM,S,EDGX,36
2/12/2026,AXSM,AXSM,S,BATS,7
2/12/2026,AXSM,AXSM,S,C2,5
2/12/2026,AXSM,AXSM,S,CBOE,36
2/12/2026,AXSM,AXSM,S,EDGX,2
2/13/2026,AXSM,AXSM,S,BATS,11
2/13/2026,AXSM,AXSM,S,C2,5
2/13/2026,AXSM,AXSM,S,CBOE,216
2/13/2026,AXSM,AXSM,S,EDGX,17
2/17/2026,AXSM,AXSM,S,BATS,1
2/17/2026,AXSM,AXSM,S,C2,6
2/17/2026,AXSM,AXSM,S,CBOE,343
2/17/2026,AXSM,AXSM,S,EDGX,46
2/18/2026,AXSM,AXSM,S,BATS,24
2/18/2026,AXSM,AXSM,S,C2,26
2/18/2026,AXSM,AXSM,S,CBOE,66
2/18/2026,AXSM,AXSM,S,EDGX,60
2/19/2026,AXSM,AXSM,S,BATS,8
2/19/2026,AXSM,AXSM,S,CBOE,670
2/20/2026,AXSM,AXSM,S,BATS,35
2/20/2026,AXSM,AXSM,S,C2,87
2/20/2026,AXSM,AXSM,S,CBOE,347
2/20/2026,AXSM,AXSM,S,EDGX,116
2/23/2026,AXSM,AXSM,S,BATS,14
2/23/2026,AXSM,AXSM,S,C2,9
2/23/2026,AXSM,AXSM,S,CBOE,116
2/23/2026,AXSM,AXSM,S,EDGX,11
2/24/2026,AXSM,AXSM,S,BATS,57
2/24/2026,AXSM,AXSM,S,C2,5
2/24/2026,AXSM,AXSM,S,CBOE,57
2/25/2026,AXSM,AXSM,S,BATS,16
2/25/2026,AXSM,AXSM,S,C2,5
2/25/2026,AXSM,AXSM,S,CBOE,66
2/26/2026,AXSM,AXSM,S,BATS,18
2/26/2026,AXSM,AXSM,S,C2,1
2/26/2026,AXSM,AXSM,S,CBOE,17
2/26/2026,AXSM,AXSM,S,EDGX,101
2/27/2026,AXSM,AXSM,S,BATS,3
2/27/2026,AXSM,AXSM,S,C2,2
2/27/2026,AXSM,AXSM,S,CBOE,23
2/27/2026,AXSM,AXSM,S,EDGX,42
3/2/2026,AXSM,AXSM,S,BATS,25
3/2/2026,AXSM,AXSM,S,CBOE,36
3/2/2026,AXSM,AXSM,S,EDGX,9
3/3/2026,AXSM,AXSM,S,BATS,3
3/3/2026,AXSM,AXSM,S,C2,2
3/4/2026,AXSM,AXSM,S,BATS,1
3/4/2026,AXSM,AXSM,S,CBOE,303
3/4/2026,AXSM,AXSM,S,EDGX,2
3/5/2026,AXSM,AXSM,S,BATS,6
3/5/2026,AXSM,AXSM,S,CBOE,121
3/5/2026,AXSM,AXSM,S,EDGX,40
3/6/2026,AXSM,AXSM,S,BATS,14
3/6/2026,AXSM,AXSM,S,C2,1
3/6/2026,AXSM,AXSM,S,CBOE,342
3/6/2026,AXSM,AXSM,S,EDGX,6
3/9/2026,AXSM,AXSM,S,BATS,2
3/9/2026,AXSM,AXSM,S,C2,2
3/9/2026,AXSM,AXSM,S,CBOE,9
3/9/2026,AXSM,AXSM,S,EDGX,2
3/10/2026,AXSM,AXSM,S,BATS,2
3/10/2026,AXSM,AXSM,S,C2,1
3/10/2026,AXSM,AXSM,S,CBOE,12
3/10/2026,AXSM,AXSM,S,EDGX,17
3/11/2026,AXSM,AXSM,S,BATS,19
3/11/2026,AXSM,AXSM,S,CBOE,24
3/11/2026,AXSM,AXSM,S,EDGX,39
3/12/2026,AXSM,AXSM,S,BATS,15
3/12/2026,AXSM,AXSM,S,C2,28
3/12/2026,AXSM,AXSM,S,CBOE,30
3/12/2026,AXSM,AXSM,S,EDGX,38
3/13/2026,AXSM,AXSM,S,BATS,83
3/13/2026,AXSM,AXSM,S,C2,29
3/13/2026,AXSM,AXSM,S,CBOE,42
3/13/2026,AXSM,AXSM,S,EDGX,93
3/16/2026,AXSM,AXSM,S,BATS,15
3/16/2026,AXSM,AXSM,S,CBOE,7
3/16/2026,AXSM,AXSM,S,EDGX,1
3/17/2026,AXSM,AXSM,S,CBOE,4
3/17/2026,AXSM,AXSM,S,EDGX,1
3/18/2026,AXSM,AXSM,S,BATS,3
3/18/2026,AXSM,AXSM,S,CBOE,2
3/18/2026,AXSM,AXSM,S,EDGX,1
3/19/2026,AXSM,AXSM,S,BATS,7
3/19/2026,AXSM,AXSM,S,CBOE,9
3/19/2026,AXSM,AXSM,S,EDGX,1
3/20/2026,AXSM,AXSM,S,BATS,42
3/20/2026,AXSM,AXSM,S,C2,4
3/20/2026,AXSM,AXSM,S,CBOE,134
3/20/2026,AXSM,AXSM,S,EDGX,525
3/23/2026,AXSM,AXSM,S,BATS,6
3/23/2026,AXSM,AXSM,S,CBOE,312
3/23/2026,AXSM,AXSM,S,EDGX,8
3/24/2026,AXSM,AXSM,S,BATS,101
3/24/2026,AXSM,AXSM,S,C2,7
3/24/2026,AXSM,AXSM,S,CBOE,106
3/24/2026,AXSM,AXSM,S,EDGX,4
3/25/2026,AXSM,AXSM,S,BATS,2
3/25/2026,AXSM,AXSM,S,CBOE,15
3/25/2026,AXSM,AXSM,S,EDGX,7
3/26/2026,AXSM,AXSM,S,BATS,11
3/26/2026,AXSM,AXSM,S,C2,1
3/26/2026,AXSM,AXSM,S,CBOE,14
3/26/2026,AXSM,AXSM,S,EDGX,7
3/27/2026,AXSM,AXSM,S,BATS,7
3/27/2026,AXSM,AXSM,S,CBOE,43
3/30/2026,AXSM,AXSM,S,BATS,8
3/30/2026,AXSM,AXSM,S,C2,4
3/30/2026,AXSM,AXSM,S,CBOE,375
3/31/2026,AXSM,AXSM,S,BATS,37
3/31/2026,AXSM,AXSM,S,CBOE,511
4/1/2026,AXSM,AXSM,S,BATS,22
4/1/2026,AXSM,AXSM,S,C2,2
4/1/2026,AXSM,AXSM,S,CBOE,97
4/1/2026,AXSM,AXSM,S,EDGX,10
4/2/2026,AXSM,AXSM,S,BATS,3
4/2/2026,AXSM,AXSM,S,C2,1
4/2/2026,AXSM,AXSM,S,CBOE,614
4/6/2026,AXSM,AXSM,S,BATS,5
4/6/2026,AXSM,AXSM,S,CBOE,42
4/6/2026,AXSM,AXSM,S,EDGX,10
4/7/2026,AXSM,AXSM,S,BATS,8
4/7/2026,AXSM,AXSM,S,C2,3
4/7/2026,AXSM,AXSM,S,CBOE,462
4/7/2026,AXSM,AXSM,S,EDGX,108
4/8/2026,AXSM,AXSM,S,BATS,15
4/8/2026,AXSM,AXSM,S,C2,4
4/8/2026,AXSM,AXSM,S,CBOE,238
4/8/2026,AXSM,AXSM,S,EDGX,2
4/9/2026,AXSM,AXSM,S,BATS,2
4/9/2026,AXSM,AXSM,S,C2,4
4/9/2026,AXSM,AXSM,S,CBOE,485
4/9/2026,AXSM,AXSM,S,EDGX,36
4/10/2026,AXSM,AXSM,S,BATS,2
4/10/2026,AXSM,AXSM,S,CBOE,34
4/10/2026,AXSM,AXSM,S,EDGX,4
4/13/2026,AXSM,AXSM,S,BATS,70
4/13/2026,AXSM,AXSM,S,C2,4
4/13/2026,AXSM,AXSM,S,CBOE,2060
4/14/2026,AXSM,AXSM,S,BATS,35
4/14/2026,AXSM,AXSM,S,C2,11
4/14/2026,AXSM,AXSM,S,CBOE,67
4/14/2026,AXSM,AXSM,S,EDGX,7
4/15/2026,AXSM,AXSM,S,BATS,24
4/15/2026,AXSM,AXSM,S,CBOE,56
4/15/2026,AXSM,AXSM,S,EDGX,9
4/16/2026,AXSM,AXSM,S,BATS,54
4/16/2026,AXSM,AXSM,S,C2,17
4/16/2026,AXSM,AXSM,S,CBOE,10
4/16/2026,AXSM,AXSM,S,EDGX,48
4/17/2026,AXSM,AXSM,S,BATS,97
4/17/2026,AXSM,AXSM,S,C2,21
4/17/2026,AXSM,AXSM,S,CBOE,150
4/17/2026,AXSM,AXSM,S,EDGX,49
4/20/2026,AXSM,AXSM,S,BATS,44
4/20/2026,AXSM,AXSM,S,C2,5
4/20/2026,AXSM,AXSM,S,CBOE,83
4/20/2026,AXSM,AXSM,S,EDGX,23
4/21/2026,AXSM,AXSM,S,BATS,49
4/21/2026,AXSM,AXSM,S,C2,24
4/21/2026,AXSM,AXSM,S,CBOE,47
4/21/2026,AXSM,AXSM,S,EDGX,8
4/22/2026,AXSM,AXSM,S,BATS,6
4/22/2026,AXSM,AXSM,S,C2,1
4/22/2026,AXSM,AXSM,S,CBOE,34
4/23/2026,AXSM,AXSM,S,BATS,7
4/23/2026,AXSM,AXSM,S,CBOE,21
4/24/2026,AXSM,AXSM,S,BATS,8
4/24/2026,AXSM,AXSM,S,C2,1
4/24/2026,AXSM,AXSM,S,CBOE,46
4/24/2026,AXSM,AXSM,S,EDGX,12
4/27/2026,AXSM,AXSM,S,BATS,26
4/27/2026,AXSM,AXSM,S,C2,58
4/27/2026,AXSM,AXSM,S,CBOE,371
4/27/2026,AXSM,AXSM,S,EDGX,17
4/28/2026,AXSM,AXSM,S,BATS,28
4/28/2026,AXSM,AXSM,S,C2,5
4/28/2026,AXSM,AXSM,S,CBOE,65
4/28/2026,AXSM,AXSM,S,EDGX,24
4/29/2026,AXSM,AXSM,S,BATS,112
4/29/2026,AXSM,AXSM,S,C2,5
4/29/2026,AXSM,AXSM,S,CBOE,72
4/29/2026,AXSM,AXSM,S,EDGX,4
4/30/2026,AXSM,AXSM,S,BATS,176
4/30/2026,AXSM,AXSM,S,C2,21
4/30/2026,AXSM,AXSM,S,CBOE,177
4/30/2026,AXSM,AXSM,S,EDGX,52
5/1/2026,AXSM,AXSM,S,BATS,162
5/1/2026,AXSM,AXSM,S,C2,58
5/1/2026,AXSM,AXSM,S,CBOE,350
5/1/2026,AXSM,AXSM,S,EDGX,118
5/4/2026,AXSM,AXSM,S,BATS,232
5/4/2026,AXSM,AXSM,S,C2,70
5/4/2026,AXSM,AXSM,S,CBOE,390
5/4/2026,AXSM,AXSM,S,EDGX,137
5/5/2026,AXSM,AXSM,S,BATS,103
5/5/2026,AXSM,AXSM,S,C2,18
5/5/2026,AXSM,AXSM,S,CBOE,342
5/5/2026,AXSM,AXSM,S,EDGX,9
5/6/2026,AXSM,AXSM,S,BATS,20
5/6/2026,AXSM,AXSM,S,C2,12
5/6/2026,AXSM,AXSM,S,CBOE,663
5/6/2026,AXSM,AXSM,S,EDGX,13
5/7/2026,AXSM,AXSM,S,BATS,71
5/7/2026,AXSM,AXSM,S,CBOE,629
5/7/2026,AXSM,AXSM,S,EDGX,16
5/8/2026,AXSM,AXSM,S,BATS,64
5/8/2026,AXSM,AXSM,S,C2,12
5/8/2026,AXSM,AXSM,S,CBOE,1
5/8/2026,AXSM,AXSM,S,EDGX,2
5/11/2026,AXSM,AXSM,S,BATS,14
5/11/2026,AXSM,AXSM,S,C2,154
5/11/2026,AXSM,AXSM,S,CBOE,510
5/11/2026,AXSM,AXSM,S,EDGX,102
5/12/2026,AXSM,AXSM,S,BATS,49
5/12/2026,AXSM,AXSM,S,C2,58
5/12/2026,AXSM,AXSM,S,CBOE,444
5/12/2026,AXSM,AXSM,S,EDGX,128
5/13/2026,AXSM,AXSM,S,BATS,76
5/13/2026,AXSM,AXSM,S,C2,23
5/13/2026,AXSM,AXSM,S,CBOE,309
5/13/2026,AXSM,AXSM,S,EDGX,121
5/14/2026,AXSM,AXSM,S,BATS,57
5/14/2026,AXSM,AXSM,S,C2,37
5/14/2026,AXSM,AXSM,S,CBOE,139
5/14/2026,AXSM,AXSM,S,EDGX,26
5/15/2026,AXSM,AXSM,S,BATS,21
5/15/2026,AXSM,AXSM,S,C2,51
5/15/2026,AXSM,AXSM,S,CBOE,351
5/15/2026,AXSM,AXSM,S,EDGX,66
5/18/2026,AXSM,AXSM,S,BATS,70
5/18/2026,AXSM,AXSM,S,C2,88
5/18/2026,AXSM,AXSM,S,CBOE,301
5/18/2026,AXSM,AXSM,S,EDGX,156
5/19/2026,AXSM,AXSM,S,BATS,3
5/19/2026,AXSM,AXSM,S,C2,10
5/19/2026,AXSM,AXSM,S,CBOE,22
5/19/2026,AXSM,AXSM,S,EDGX,6
5/20/2026,AXSM,AXSM,S,BATS,2
5/20/2026,AXSM,AXSM,S,C2,202
5/20/2026,AXSM,AXSM,S,CBOE,295
5/20/2026,AXSM,AXSM,S,EDGX,137
5/21/2026,AXSM,AXSM,S,BATS,50
5/21/2026,AXSM,AXSM,S,C2,264
5/21/2026,AXSM,AXSM,S,CBOE,191
5/21/2026,AXSM,AXSM,S,EDGX,146
5/22/2026,AXSM,AXSM,S,BATS,32
5/22/2026,AXSM,AXSM,S,C2,13
5/22/2026,AXSM,AXSM,S,CBOE,14
5/22/2026,AXSM,AXSM,S,EDGX,10
5/26/2026,AXSM,AXSM,S,BATS,28
5/26/2026,AXSM,AXSM,S,C2,9
5/26/2026,AXSM,AXSM,S,CBOE,40
5/26/2026,AXSM,AXSM,S,EDGX,18
5/27/2026,AXSM,AXSM,S,BATS,34
5/27/2026,AXSM,AXSM,S,CBOE,27
5/27/2026,AXSM,AXSM,S,EDGX,6
5/28/2026,AXSM,AXSM,S,BATS,8
5/28/2026,AXSM,AXSM,S,C2,14
5/28/2026,AXSM,AXSM,S,CBOE,118
5/28/2026,AXSM,AXSM,S,EDGX,2
5/29/2026,AXSM,AXSM,S,BATS,8
5/29/2026,AXSM,AXSM,S,C2,4
5/29/2026,AXSM,AXSM,S,CBOE,103
5/29/2026,AXSM,AXSM,S,EDGX,207
6/1/2026,AXSM,AXSM,S,BATS,16
6/1/2026,AXSM,AXSM,S,C2,22
6/1/2026,AXSM,AXSM,S,CBOE,169
6/1/2026,AXSM,AXSM,S,EDGX,155
6/2/2026,AXSM,AXSM,S,BATS,26
6/2/2026,AXSM,AXSM,S,C2,7
6/2/2026,AXSM,AXSM,S,CBOE,384
6/2/2026,AXSM,AXSM,S,EDGX,50
6/3/2026,AXSM,AXSM,S,BATS,18
6/3/2026,AXSM,AXSM,S,C2,14
6/3/2026,AXSM,AXSM,S,CBOE,26
6/3/2026,AXSM,AXSM,S,EDGX,13
6/4/2026,AXSM,AXSM,S,BATS,16
6/4/2026,AXSM,AXSM,S,C2,63
6/4/2026,AXSM,AXSM,S,CBOE,76
6/4/2026,AXSM,AXSM,S,EDGX,43
6/5/2026,AXSM,AXSM,S,BATS,48
6/5/2026,AXSM,AXSM,S,C2,1
6/5/2026,AXSM,AXSM,S,CBOE,40
6/5/2026,AXSM,AXSM,S,EDGX,27
6/8/2026,AXSM,AXSM,S,BATS,7
6/8/2026,AXSM,AXSM,S,C2,10
6/8/2026,AXSM,AXSM,S,CBOE,24
6/8/2026,AXSM,AXSM,S,EDGX,7
6/9/2026,AXSM,AXSM,S,BATS,9
6/9/2026,AXSM,AXSM,S,C2,8
6/9/2026,AXSM,AXSM,S,CBOE,462
6/9/2026,AXSM,AXSM,S,EDGX,112
6/10/2026,AXSM,AXSM,S,BATS,22
6/10/2026,AXSM,AXSM,S,C2,68
6/10/2026,AXSM,AXSM,S,CBOE,185
6/10/2026,AXSM,AXSM,S,EDGX,155
6/11/2026,AXSM,AXSM,S,BATS,24
6/11/2026,AXSM,AXSM,S,C2,25
6/11/2026,AXSM,AXSM,S,CBOE,102
6/11/2026,AXSM,AXSM,S,EDGX,152
6/12/2026,AXSM,AXSM,S,BATS,2
6/12/2026,AXSM,AXSM,S,C2,8
6/12/2026,AXSM,AXSM,S,CBOE,37
6/12/2026,AXSM,AXSM,S,EDGX,3
6/15/2026,AXSM,AXSM,S,BATS,15
6/15/2026,AXSM,AXSM,S,C2,2
6/15/2026,AXSM,AXSM,S,CBOE,74
6/15/2026,AXSM,AXSM,S,EDGX,54
6/16/2026,AXSM,AXSM,S,BATS,15
6/16/2026,AXSM,AXSM,S,C2,1
6/16/2026,AXSM,AXSM,S,CBOE,12
6/16/2026,AXSM,AXSM,S,EDGX,4
6/17/2026,AXSM,AXSM,S,BATS,14
6/17/2026,AXSM,AXSM,S,C2,6
6/17/2026,AXSM,AXSM,S,CBOE,1195
6/17/2026,AXSM,AXSM,S,EDGX,11
6/18/2026,AXSM,AXSM,S,BATS,17
6/18/2026,AXSM,AXSM,S,C2,15
6/18/2026,AXSM,AXSM,S,CBOE,161
6/18/2026,AXSM,AXSM,S,EDGX,141
6/22/2026,AXSM,AXSM,S,BATS,2
6/22/2026,AXSM,AXSM,S,CBOE,32
6/22/2026,AXSM,AXSM,S,EDGX,6
6/23/2026,AXSM,AXSM,S,BATS,12
6/23/2026,AXSM,AXSM,S,C2,1
6/23/2026,AXSM,AXSM,S,CBOE,76
6/23/2026,AXSM,AXSM,S,EDGX,32
